gripper_pos,direction_num,distance
-1.904754848,1,12.08
-1.903805509,1,12.097199999999999
-1.90286181,1,12.116000000000001
-1.901921871,1,12.1418
-1.900985691,1,12.161999999999999
-1.900045752,1,12.184000000000001
-1.899107693,1,12.2048
-1.898165874,1,12.2274
-1.897222175,1,12.2536
-1.896276596,1,12.279399999999999
-1.895332897,1,12.2908
-1.894392958,1,12.2894
-1.893454898,1,12.308
-1.892526239,1,12.3312
-1.891588179,1,12.3538
-1.89065012,1,12.375200000000001
-1.889708301,1,12.391
-1.888766482,1,12.409600000000001
-1.887820903,1,12.428
-1.886873444,1,12.4452
-1.885922226,1,12.459
-1.884963488,1,12.4698
-1.88400663,1,12.488400000000002
-1.883042252,1,12.514
-1.882085394,1,12.535599999999999
-1.881132295,1,12.558600000000002
-1.880175437,1,12.577399999999999
-1.879214819,1,12.5986
-1.878256081,1,12.605799999999999
-1.877306743,1,12.619399999999999
-1.876351765,1,12.6376
-1.875389267,1,12.6508
-1.874438048,1,12.668600000000001
-1.87348871,1,12.6862
-1.872531852,1,12.7076
-1.871578753,1,12.728399999999999
-1.870629415,1,12.746
-1.869680076,1,12.767000000000001
-1.868725098,1,12.7888
-1.86776448,1,12.8078
-1.866809502,1,12.822399999999998
-1.865860163,1,12.8422
-1.864916464,1,12.864799999999999
-1.863967126,1,12.8816
-1.863015907,1,12.9014
-1.862068448,1,12.921199999999999
-1.86112099,1,12.939400000000001
-1.860166011,1,12.959399999999999
-1.859214793,1,12.9766
-1.858269214,1,12.993
-1.857314236,1,13.014
-1.856368657,1,13.029599999999999
-1.855417439,1,13.0454
-1.85446434,1,13.0594
-1.853520641,1,13.075800000000001
-1.852575062,1,13.0942
-1.851633243,1,13.106200000000001
-1.850689544,1,13.121
-1.849747725,1,13.130799999999999
-1.848800267,1,13.1356
-1.847856568,1,13.1464
-1.846907229,1,13.156600000000001
-1.845956011,1,13.165600000000001
-1.845006672,1,13.166599999999999
-1.844062973,1,13.190999999999999
-1.843115514,1,13.221
-1.842168055,1,13.24
-1.841228116,1,13.2608
-1.840286297,1,13.283199999999999
-1.839342598,1,13.302600000000002
-1.83839514,1,13.324599999999998
-1.8374552,1,13.339400000000001
-1.836511501,1,13.3406
-1.835562163,1,13.3518
-1.834620344,1,13.3732
-1.833665365,1,13.395
-1.832725426,1,13.413999999999998
-1.831777967,1,13.4334
-1.830828629,1,13.45
-1.82987929,1,13.471800000000002
-1.828931832,1,13.491999999999999
-1.827984373,1,13.518799999999999
-1.827033154,1,13.5458
-1.826089455,1,13.569999999999999
-1.825136357,1,13.5942
-1.824183259,1,13.619
-1.823224521,1,13.643199999999998
-1.822263903,1,13.666599999999999
-1.821303285,1,13.6882
-1.820329508,1,13.712399999999999
-1.81937265,1,13.741200000000001
-1.818417672,1,13.764000000000001
-1.817453294,1,13.7874
-1.816492676,1,13.805000000000001
-1.815539578,1,13.8244
-1.81457332,1,13.8458
-1.813616462,1,13.869399999999999
-1.812653964,1,13.892
-1.811697106,1,13.913
-1.810736488,1,13.9332
-1.809773991,1,13.956999999999999
-1.808817133,1,13.9732
-1.807864034,1,13.9906
-1.806907176,1,14.0066
-1.805946558,1,14.018600000000001
-1.80498782,1,14.034600000000001
-1.804034722,1,14.058600000000002
-1.803074104,1,14.075999999999999
-1.802122885,1,14.0726
-1.801156628,1,14.0932
-1.80019601,1,14.1124
-1.799244792,1,14.132200000000001
-1.798286054,1,14.152000000000001
-1.797317916,1,14.1718
-1.796357298,1,14.193200000000001
-1.79539668,1,14.2102
-1.794434183,1,14.2326
-1.793475445,1,14.2534
-1.792514827,1,14.2738
-1.791563608,1,14.2914
-1.79060487,1,14.315199999999999
-1.789648012,1,14.3416
-1.788689274,1,14.363800000000001
-1.787739936,1,14.38
-1.786784957,1,14.4006
-1.785826219,1,14.4244
-1.784867481,1,14.4446
-1.783914383,1,14.4662
-1.782957525,1,14.488800000000001
-1.781996907,1,14.508599999999998
-1.781045689,1,14.5284
-1.78009259,1,14.548599999999999
-1.779143252,1,14.570599999999999
-1.778190153,1,14.5942
-1.777240815,1,14.613800000000001
-1.776289596,1,14.636199999999999
-1.775342138,1,14.6534
-1.77437964,1,14.6518
-1.773428421,1,14.660999999999998
-1.772475323,1,14.691399999999998
-1.771529744,1,14.715399999999999
-1.770576646,1,14.736
-1.769619788,1,14.740199999999998
-1.76866293,1,14.7524
-1.767717351,1,14.773
-1.766758613,1,14.7918
-1.765811154,1,14.8114
-1.764850536,1,14.8308
-1.763899318,1,14.8536
-1.76294246,1,14.8716
-1.761978082,1,14.8888
-1.761015584,1,14.905600000000002
-1.760051207,1,14.918600000000001
-1.759084949,1,14.9374
-1.758120571,1,14.9578
-1.757152434,1,14.9786
-1.756182417,1,14.9936
-1.755216159,1,15.014000000000001
-1.754261181,1,15.037200000000002
-1.753304323,1,15.057399999999998
-1.752354984,1,15.075999999999999
-1.751398126,1,15.092400000000001
-1.750446908,1,15.1116
-1.749493809,1,15.131200000000002
-1.748538831,1,15.164600000000002
-1.747591372,1,15.1942
-1.746636394,1,15.215800000000002
-1.745679536,1,15.236600000000001
-1.744728318,1,15.2554
-1.743773339,1,15.278
-1.742818361,1,15.299600000000002
-1.741865263,1,15.3184
-1.740914044,1,15.339000000000002
-1.739964706,1,15.359200000000001
-1.739011607,1,15.38
-1.738060389,1,15.3868
-1.73710729,1,15.387
-1.736156072,1,15.407000000000002
-1.735197334,1,15.4238
-1.734246115,1,15.4292
-1.733296777,1,15.445600000000002
-1.732037258,1,15.473400000000002
-1.73107852,1,15.4946
